review_bucket,evidence_class,gv_id,card_print_id,listing_count,seller_count,median_active_ask,minimum_active_ask,maximum_active_ask,max_to_median_ratio,trimmed_band_ratio,flags,warning_flags,sample_title_1,sample_price_1,sample_url_1,sample_title_2,sample_price_2,sample_url_2
review_required_contamination,slab,GV-PK-BASE1-12-SHADOWLESS,3fa6dd84-6c0d-4588-8a69-09e5928a40b2,36,25,235,50,29505.99,125.56,92.19,"[""candidate_exclusion_flags_present""]","[""extreme_max_to_median_ratio"",""wide_trimmed_band_ratio""]",1999 POKEMON BASE SET SHADOWLESS #12 NINETALES-HOLO PSA 2,50,https://www.ebay.com/itm/117084610073?_skw=Pokemon+%22Ninetales%22+%22Base+Set+Shadowless%22+%2212%22&hash=item1b42c95e19:g:AX4AAeSwFxxps1hA,1999 POKEMON BASE SET SHADOWLESS #12 NINETALES-HOLO PSA 5,75.99,https://www.ebay.com/itm/117257419375?_skw=Pokemon+%22Ninetales%22+%22Base+Set+Shadowless%22+%2212%22&hash=item1b4d163a6f:g:yCgAAeSw77hqNShy
review_required_contamination,slab,GV-PK-BASE1-13-1999-2000,f78191cd-f36b-4759-9826-300c2963c8a4,64,48,188,25.98,39999.99,212.77,73.96,"[""candidate_exclusion_flags_present""]","[""extreme_max_to_median_ratio""]",1999 Pokemon Base Set Poliwrath #13 Arena Club 5,25.979999999999997,https://www.ebay.com/itm/236246270146?_skw=Pokemon+%22Poliwrath%22+13&hash=item37016000c2:g:4bQAAeSwvXlokLAA,1999 POKEMON BASE SET 1999-2000 ΓÇ£4TH PRINTΓÇ¥  #13 POLIWRATH-HOLO PSA 9,900.99,https://www.ebay.com/itm/306742893497?_skw=Pokemon+%22Poliwrath%22+%22Base+Set+1999-2000%22+%2213%22&hash=item476b4d1bb9:g:bb8AAeSw-ghpfwQR
review_required_contamination,slab,GV-PK-BASE1-13-FIRST-EDITION,eec1c99c-eaee-4923-b193-691804a6f240,35,24,905.98,29.7,30005.98,33.12,254.23,"[""candidate_exclusion_flags_present""]","[""wide_trimmed_band_ratio""]",1999 Pokemon Base Set 1st Edition Stamp Poliwrath Holo #13 BGS 6.5 EX-MT+,454.98,https://www.ebay.com/itm/188452748519?_skw=Pokemon+%22Poliwrath%22+%22Base+Set+1st+Edition%22+%2213%22&hash=item2be0a8bce7:g:Oz4AAeSwCr9qHYqq,1999 POKEMON BASE SET 1ST EDITION #13 POLIWRATH-HOLO PSA 6,705.99,https://www.ebay.com/itm/306839546167?_skw=Pokemon+%22Poliwrath%22+%22Base+Set+1st+Edition%22+%2213%22&hash=item47710fe937:g:IgoAAeSwEvxpwclr
review_required_contamination,slab,GV-PK-BASE1-14-1999-2000,2fb38836-b2e0-4e44-98a4-545c43a0d45f,75,50,160,29.98,6805.99,42.54,19.39,"[""candidate_exclusion_flags_present""]",[],1999 Pokemon Fossil Raichu Holo 14/62 SGC 6 EX-NM Vintage,40,https://www.ebay.com/itm/278112189028?_skw=Pokemon+%22Raichu%22+14&hash=item40c0c73a64:g:GPAAAeSwx8pqOC4A,1999 POKEMON BASE SET UNLIMITED #14 RAICHU-HOLO PSA 4,40.99,https://www.ebay.com/itm/298439507858?_skw=Pokemon+%22Raichu%22+14&hash=item457c617f92:g:eOcAAeSw7vNqOGQL
review_required_contamination,slab,GV-PK-BASE1-14-FIRST-EDITION,841fcdb3-e79c-4df8-a0f3-617ba41bc3f0,34,22,703,45.89,99999.99,142.25,29.86,"[""candidate_exclusion_flags_present""]","[""extreme_max_to_median_ratio""]",Pokemon Base Set 1st Edition Shadowless Raichu 14/102 PSA 3,499,https://www.ebay.com/itm/198331145430?_skw=Pokemon+%22Raichu%22+%22Base+Set+1st+Edition%22+%2214%22&hash=item2e2d751cd6:g:n3gAAeSwLGBp-T1d,1999 POKEMON BASE SET 1ST EDITION #14 RAICHU-HOLO PSA 5,585.99,https://www.ebay.com/itm/307019625340?_skw=Pokemon+%22Raichu%22+%22Base+Set+1st+Edition%22+%2214%22&hash=item477bcbb37c:g:C5MAAeSwvTFqOk3y
review_required_contamination,slab,GV-PK-BASE1-14-SHADOWLESS,d655b844-7d36-4b8e-b5b0-7ab148f34021,22,20,340,40,19999.99,58.82,138.21,"[""candidate_exclusion_flags_present""]","[""wide_trimmed_band_ratio""]",PSA 4 1999 Pokemon Raichu Base Set Shadowless Holo Rare 14/102 English,87.95,https://www.ebay.com/itm/236859460567?_skw=Pokemon+%22Raichu%22+%22Base+Set+Shadowless%22+%2214%22&hash=item3725ec8bd7:g:K44AAeSwLG9qIqN6,1999 POKEMON BASE SET SHADOWLESS #14 RAICHU-HOLO CGC 3.5,90,https://www.ebay.com/itm/278115121757?_skw=Pokemon+%22Raichu%22+%22Base+Set+Shadowless%22+%2214%22&hash=item40c0f3fa5d:g:TJUAAeSwAxtp-HSB
review_required_contamination,slab,GV-PK-BASE1-15-1999-2000,176db31a-ccac-4636-8bf8-a4ce81a08662,81,55,278.99,22.49,14999.99,53.77,17.59,"[""candidate_exclusion_flags_present""]",[],2021 Pokemon 25th Anniversary Celebrations Holo Venusaur #15 HGA 9,22.49,https://www.ebay.com/itm/117021665817?_skw=Pokemon+%22Venusaur%22+15&hash=item1b3f08ea19:g:VWEAAeSwcVxphWc~,2021 Pokemon 25th Anniversary Celebrations Holo Venusaur #15 HGA 9,22.49,https://www.ebay.com/itm/117021681666?_skw=Pokemon+%22Venusaur%22+15&hash=item1b3f092802:g:loEAAeSwilJphWwY
review_required_contamination,slab,GV-PK-BASE1-15-FIRST-EDITION,24aa883d-f857-4965-a823-33ba744aada7,38,26,3159.52,60.99,987782.99,312.64,104.03,"[""candidate_exclusion_flags_present""]","[""extreme_max_to_median_ratio"",""wide_trimmed_band_ratio""]",Pokemon Venusaur Base Set  1st Edition Holo Rare #15 Graiding  2,350,https://www.ebay.com/itm/318320706082?_skw=Pokemon+%22Venusaur%22+%22Base+Set+1st+Edition%22+%2215%22&hash=item4a1d648222:g:PS4AAeSw9aNqCqyJ,1999 POKEMON BASE SET 1ST EDITION #15 VENUSAUR-HOLO PSA 2,1255.99,https://www.ebay.com/itm/117264912876?_skw=Pokemon+%22Venusaur%22+%22Base+Set+1st+Edition%22+%2215%22&hash=item1b4d8891ec:g:YdUAAeSwq1dqOtLd
review_required_contamination,slab,GV-PK-BASE1-15-SHADOWLESS,bca34539-1efc-4da3-9f92-990b43ac5278,44,26,559,60.99,14999.99,26.83,18.27,"[""candidate_exclusion_flags_present""]",[],PSA 4 VG-EX Pokemon Venusaur Base Set Shadowless Holo 15/102,260.62,https://www.ebay.com/itm/198400077839?_skw=Pokemon+%22Venusaur%22+%22Base+Set+Shadowless%22+%2215%22&hash=item2e3190f00f:g:yP8AAeSwgCVqIJgK&amdata=enc%3AAQALAAABEACCtXRWQnOEpyOqnQQ8KGZg9LVVMiJUMOcqn9dh0XVc1jHZTBN3QMbuW27lczF9NniPRSsFaw1l3XhlYI6kEjyZrseV0cT4pz5SDf%2FjfN6cztKuEDgFH7iscrFWwgZD%2FYGWcdYrZEKimFMqnHJ0wxb%2Bf39VX2xA6YezRQVGRxuegbyIJM9a5fOrj2jwEAXhesJ2HoAYzVHAieJ%2BmmXaglDHLwxJH6%2Fvd1LaOOPOazWDTAYTA8Pht3Gpj3RHKB4y%2BZFdIg5%2F33xIe4j1wMxxFid13aMrlppkoM8%2F9hr4e6aATDMLkDOvJ%2Ba8fO4d9ctfEg3wviUawVnO83rmspiXYIg0uxCd7fMyJJ4hbF3W5Bt2,1999 POKEMON BASE SET SHADOWLESS #15 VENUSAUR-HOLO PSA 4,278.99,https://www.ebay.com/itm/227325271144?_skw=Pokemon+%22Venusaur%22+%22Base+Set+Shadowless%22+%2215%22&hash=item34eda45c68:g:zaYAAeSw8oNp9Obv
review_required_contamination,slab,GV-PK-BASE1-16-1999-2000,37fb3c2b-313b-4799-839a-e890eca79cb6,69,49,141,32,39999.99,283.69,23.4,"[""candidate_exclusion_flags_present""]","[""extreme_max_to_median_ratio""]",1999 Pokemon Base Set Zapdos Holo Rare #16 PSA 4 Vintage WOTC,32,https://www.ebay.com/itm/267487127157?_skw=Pokemon+%22Zapdos%22+16&hash=item3e4779a675:g:SRQAAeSwdvlpIsBN,1999 Zapdos 16/102 Holo Rare Pokemon WOTC PSA 5,34.99,https://www.ebay.com/itm/227370247637?_skw=Pokemon+%22Zapdos%22+16&hash=item34f052a5d5:g:t8YAAeSwXmlqC11s
review_required_contamination,slab,GV-PK-BASE1-16-FIRST-EDITION,f8eb15b3-5d8f-4f7c-8ca7-b7a8b39861dc,20,16,1361.39,40.58,30004.99,22.04,34.96,"[""candidate_exclusion_flags_present""]",[],Zapdos 16/102 Base Set 1st Edition Shadowless Holo PSA 3 1999 Pokemon Game WOTC,420.82,https://www.ebay.com/itm/287386171929?_skw=Pokemon+%22Zapdos%22+%22Base+Set+1st+Edition%22+%2216%22&hash=item42e98cfa19:g:CYkAAeSwaD1qKNBz,Zapdos 1999 Pokemon Base Set 1st Edition CGC 5.5 #16,553.99,https://www.ebay.com/itm/198321954587?_skw=Pokemon+%22Zapdos%22+%22Base+Set+1st+Edition%22+%2216%22&hash=item2e2ce8df1b:g:Y6gAAeSw7LZp8-vy
review_required_contamination,slab,GV-PK-BASE1-16-SHADOWLESS,4b502c50-4752-43b1-a5a2-9f775f796855,18,11,402.98,40.58,25008.99,62.06,41.25,"[""candidate_exclusion_flags_present""]",[],1999 POKEMON BASE SET SHADOWLESS #16 ZAPDOS-HOLO PSA 2,105.99,https://www.ebay.com/itm/117158056712?_skw=Pokemon+%22Zapdos%22+%22Base+Set+Shadowless%22+%2216%22&hash=item1b472a1308:g:dS8AAeSwU0pp6ZfR,1999 POKEMON BASE SET SHADOWLESS #16 ZAPDOS-HOLO PSA 5,195.98000000000002,https://www.ebay.com/itm/117233786562?_skw=Pokemon+%22Zapdos%22+%22Base+Set+Shadowless%22+%2216%22&hash=item1b4bad9ec2:g:evoAAeSw~JxqI4jE
review_required_contamination,slab,GV-PK-BASE1-2-1999-2000,3b677f8e-0cd5-47c4-ab81-e3cbfa9e2e52,82,55,285.97,25,20010,69.97,30.71,"[""candidate_exclusion_flags_present""]",[],Pokemon 2021 Blastoise 2/102 Holo Celebrations Classics PSA 9,52,https://www.ebay.com/itm/358590791716?_skw=Pokemon+%22Blastoise%22+2&hash=item537dad4024:g:wsAAAeSwcIBqEg9a,POKEMON 2021 CELEBRATIONS BLASTOISE HOLO RARE 2 PCG 9.5,64.99,https://www.ebay.com/itm/336269280725?_skw=Pokemon+%22Blastoise%22+2&hash=item4e4b3605d5:g:q7wAAeSwKNRpCiTf
review_required_contamination,slab,GV-PK-BASE1-2-FIRST-EDITION,80bac106-d594-47c7-9518-9d21606f9e2a,41,28,2999.99,145.17,159999.99,53.33,100,"[""candidate_exclusion_flags_present""]","[""wide_trimmed_band_ratio""]",Pokemon Blastoise Base Set 1st Edition Holo #2 PSA 3,1560.99,https://www.ebay.com/itm/267692691595?_skw=Pokemon+%22Blastoise%22+%22Base+Set+1st+Edition%22+%222%22&hash=item3e53ba508b:g:CFsAAeSw3AdqJdSt,1999 POKEMON BASE SET 1ST EDITION #2 BLASTOISE-HOLO PSA 5 THICK STAMP,2308.55,https://www.ebay.com/itm/188382237785?_skw=Pokemon+%22Blastoise%22+%22Base+Set+1st+Edition%22+%222%22&hash=item2bdc74d459:g:pfgAAeSwGTpqBcP4
review_required_contamination,slab,GV-PK-BASE1-2-SHADOWLESS,468da9b6-1ce0-41e9-9124-563603e14b8b,36,23,1005.99,145.17,50005.99,49.71,21.41,"[""candidate_exclusion_flags_present""]",[],1999 POKEMON BASE SET SHADOWLESS #2 BLASTOISE-HOLO PSA 3,279.98,https://www.ebay.com/itm/307018392595?_skw=Pokemon+%22Blastoise%22+%22Base+Set+Shadowless%22+%222%22&hash=item477bb8e413:g:HDUAAeSwtYRqOYeO,BGS 3.5 Blastoise 2/102 Base Set Shadowless Holo Rare Pokemon 1999,280,https://www.ebay.com/itm/800042123503?_skw=Pokemon+%22Blastoise%22+%22Base+Set+Shadowless%22+%222%22&hash=itemba463a00ef:g:UvMAAeSwhkpp99fT
review_required_contamination,slab,GV-PK-BASE1-3-FIRST-EDITION,29edd6d0-58c5-453d-a0d3-4b079f3eec92,30,18,693.62,45.57,499999.99,720.86,51.8,"[""candidate_exclusion_flags_present""]","[""extreme_max_to_median_ratio""]",1999 POKEMON BASE SET 1ST EDITION #3 CHANSEY-HOLO PSA 2,355.16,https://www.ebay.com/itm/227393424863?_skw=Pokemon+%22Chansey%22+%22Base+Set+1st+Edition%22+%223%22&hash=item34f1b44ddf:g:tmEAAeSwrrZqMyY9,1999 POKEMON BASE SET 1ST EDITION #3 CHANSEY-HOLO PSA 2,405.98,https://www.ebay.com/itm/117196402745?_skw=Pokemon+%22Chansey%22+%22Base+Set+1st+Edition%22+%223%22&hash=item1b49733039:g:j7YAAeSw7ztqBwgy
review_required_contamination,slab,GV-PK-BASE1-4-1999-2000,283f8acc-3f41-4972-80f0-db53527ad309,141,79,670,23.99,150005.99,223.89,15.62,"[""candidate_exclusion_flags_present""]","[""extreme_max_to_median_ratio""]",Pokemon Charizard Holo Game 4/102 Base Set 1999-2000 4th Print PSA 1,759.99,https://www.ebay.com/itm/287411971715?_skw=Pokemon+%22Charizard%22+%22Base+Set+1999-2000%22+%224%22&hash=item42eb16a683:g:0IcAAeSwfyhqOYqb,1999 POKEMON BASE SET 1999-2000 ΓÇ£4TH PRINTΓÇ¥#4 CHARIZARD-HOLO PSA 6,1405.99,https://www.ebay.com/itm/298352435916?_skw=Pokemon+%22Charizard%22+%22Base+Set+1999-2000%22+%224%22&hash=item457730e2cc:g:C5YAAeSw0k5qBAD3
review_required_contamination,slab,GV-PK-BASE1-4-FIRST-EDITION,7de94f75-a89f-4cd8-897d-dee205d6d9e5,73,44,24005.99,23.99,3500000,145.8,223.69,"[""candidate_exclusion_flags_present""]","[""extreme_max_to_median_ratio"",""wide_trimmed_band_ratio""]",1999 POKEMON BASE SET 1ST EDITION #4 CHARIZARD-HOLO PSA 4,13504.99,https://www.ebay.com/itm/117261320531?_skw=Pokemon+%22Charizard%22+%22Base+Set+1st+Edition%22+%224%22&hash=item1b4d51c153:g:j5oAAeSwTYtqOBCu,1999 POKEMON BASE SET  1ST EDITION #4 CHARIZARD-HOLO PSA 1,15005.99,https://www.ebay.com/itm/298444566397?_skw=Pokemon+%22Charizard%22+%22Base+Set+1st+Edition%22+%224%22&hash=item457caeaf7d:g:B8EAAeSwkfRqOksR
review_required_contamination,slab,GV-PK-BASE1-5-1999-2000,084217eb-cb6a-4d5d-bbe9-5e5bf2abaf94,67,50,140.03,11.95,129999.99,928.37,25.84,"[""candidate_exclusion_flags_present""]","[""extreme_max_to_median_ratio""]",*PSA 5* #25/132 Erika's Clefairy 2000 Pokemon Gym Heroes English,24.99,https://www.ebay.com/itm/317248042548?_skw=Pokemon+%22Clefairy%22+5&hash=item49dd74f634:g:BxMAAeSwoZpovHli,CLEFAIRY 5/102 POKEMON CARD 1999 HOLO RARE UNPLAYED NM PSA,29.99,https://www.ebay.com/itm/154199767561?_skw=Pokemon+%22Clefairy%22+5&hash=item23e705ba09:g:Cf4AAOSwB4ZflwaB
review_required_contamination,slab,GV-PK-BASE1-5-FIRST-EDITION,ebf1ee26-f30a-440b-a782-5d930bcce1e5,35,20,999.99,123.8,250000,250,26.18,"[""candidate_exclusion_flags_present""]","[""extreme_max_to_median_ratio""]",CGC 4.5 Clefairy 1999 Base Set 1st Edition Shadowless 5/102 Holo Pokemon Card,350,https://www.ebay.com/itm/327027834783?_skw=Pokemon+%22Clefairy%22+%22Base+Set+1st+Edition%22+%225%22&hash=item4c2460bf9f:g:pxEAAeSwSARpp3yk,CGC 5.5 Clefairy 1999 Base Set 1st Edition Shadowless 5/102 Holo Pokemon Card,399,https://www.ebay.com/itm/327027834795?_skw=Pokemon+%22Clefairy%22+%22Base+Set+1st+Edition%22+%225%22&hash=item4c2460bfab:g:jBoAAeSwf6xpp3zl
review_required_contamination,slab,GV-PK-BASE1-6-1999-2000,d01baf1d-bab1-47c0-b835-c49763bdb0f1,62,36,200,25,39999.99,200,18.11,"[""candidate_exclusion_flags_present""]","[""extreme_max_to_median_ratio""]",1999 Pokemon Game Base Set (1999-2000) Gyarados Holo #6 PSA 5,77.27,https://www.ebay.com/itm/186898567298?_skw=Pokemon+%22Gyarados%22+%22Base+Set+1999-2000%22+%226%22&hash=item2b8405d082:g:6ZoAAOSwAxRmrS1G,1999 POKEMON BASE SET 1999-2000 ΓÇ£4TH PRINTΓÇ¥  #6 GYARADOS-HOLO PSA 8 UK PRINT,502.31,https://www.ebay.com/itm/397679201216?_skw=Pokemon+%22Gyarados%22+%22Base+Set+1999-2000%22+%226%22&hash=item5c97870bc0:g:3hMAAeSwlAFpqcN0
review_required_contamination,slab,GV-PK-BASE1-6-FIRST-EDITION,4d3357ef-d04e-495a-85e7-b2b2f3f0d1e1,36,22,1009.99,25,250000,247.53,80.41,"[""candidate_exclusion_flags_present""]","[""extreme_max_to_median_ratio"",""wide_trimmed_band_ratio""]",1999 POKEMON BASE SET 1ST EDITION #6 GYARADOS-HOLO PSA 4,880.99,https://www.ebay.com/itm/298330084895?_skw=Pokemon+%22Gyarados%22+%22Base+Set+1st+Edition%22+%226%22&hash=item4575dbd61f:g:b6IAAeSwNylqC1ax,1999 POKEMON BASE SET 1ST EDITION #6 GYARADOS-HOLO PSA 5,1005.99,https://www.ebay.com/itm/117258559220?_skw=Pokemon+%22Gyarados%22+%22Base+Set+1st+Edition%22+%226%22&hash=item1b4d279ef4:g:QMMAAeSw2RNqNgO2
review_required_contamination,slab,GV-PK-BASE1-6-SHADOWLESS,accc058a-21f2-40a0-9344-f7c94cbc65fe,39,30,200,40,12009.99,60.05,24.43,"[""candidate_exclusion_flags_present""]",[],Pokemon Card Gyarados Base Set Shadowless Holo 6/102 CGC 4,54.99,https://www.ebay.com/itm/385696930452?_skw=Pokemon+%22Gyarados%22+%22Base+Set+Shadowless%22+%226%22&hash=item59cd541a94:g:JbEAAOSwl0Zkb3fB,Pokemon Gyarados Base Set Shadowless Holo 6/102 CGC 4,55,https://www.ebay.com/itm/206214665445?_skw=Pokemon+%22Gyarados%22+%22Base+Set+Shadowless%22+%226%22&hash=item30035a14e5:g:x58AAeSwppNp4T1i
